"13";"Šta predstavlja izraz „samostalno vreme letenja""?";"Ukupno vreme leta u toku kojeg je pilot učenik jedini član posade vazduhoplova.";"Vreme letenja u ulozi SPIC.";"Ukupno vreme leta, u toku kojeg je pilot sam u vazduhoplovu, i 50% od letenja u ulozi kopilota.";"";"a";"Vazduhoplovni propisi"
"14";"Koja rec se koristi za izražavanje vertikalne pozicije nekog vazduhoplova mereno iznad osnovnog nivoa aerodrome, kada je visinomer podešen na QFE?";"Relativna visina.";"Elevacija.";"Apsolutna visina.";"Nivo leta.";"a";"Vazduhoplovni propisi"
"15";"Kada vazduhoplov leti, po kojim pravilima let mora da se izvršava?";"Ili po VFR ili po IFR.";"Po IFR u IMC i po VFR u VMC.";"Po diskrecionoj odluci vode posade.";"U skladu sa instrukcijama ATC.";"a";"Vazduhoplovni propisi"
"16";"VFR let se izvodi ?";"U skladu sa vizuelnim meteorološkim uslovima (VMC).";"U skladu sa instrumentalnim meteorološkim uslovima (IMC).";"Samo u vazdušnom prostoru klase G.";"Samo u vazdušnom prostoru klase D.";"a";"Vazduhoplovni propisi"
"17";"Šta od navedenog spada u kategoriju vazduhoplova?";"Avion, helikopter, jedrilica, vazduhoplov sa vertikalnim uzletanjem, vazdušni brod i balon.";"Žiroplan, helikopter, dirižabl. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 4 / 9 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 4 / 9 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"Jednomotorni kopno i more.";"Višemotorni kopno i more.";"a";"Vazduhoplovni propisi"
"18";"Pilot ili student pilot, kada postane svestan bolnickog prijema više od 12 sati, hirurške operacije ili invazivne procedure, redovne upotrebe lekova, regularne upotrebe korektivnih sociva:";"Ne mora da leti dok ne zatraži savet od kompetentnog vazduhoplovnog lekara.";"Mora ponovo da prodje ispit iz zdravstvene podobnosti.";"Mora da obavesti nadležnu vazduhoplovnu vlast u roku od 21 dana.";"";"a";"Vazduhoplovni propisi"
"19";"Važnost pilotske dozvole se odreduje važnošcu:";"Upisanih ovlašcenja i lekarskog uverenja.";"Samo lekarskog uverenja.";"Same dozvole i upisa u dozvolu.";"";"a";"Vazduhoplovni propisi"
"20";"Koji od navedenih postupaka je pilot vazduhoplova posebno dužan da izvrši pre svakog leta?.";"Da se upozna sa svim dostupnim podacima o letu.";"Da proveri knjižicu vazduhoplova (aircraft logbooks) po odgovarajucim stavkama.";"Da obnovi procedure za izbegavanje turbulencije.";"";"a";"Vazduhoplovni propisi"
"21";"Pored ostalih aktivnost, u pripremi VFR leta izvan podrucja aerodroma, propisi izricito nalažu da PIC:";"Odredi dužinu piste na aerodromu nameravanog odredišta i podatke za dužinu sletanja i poletanja vazduhoplova.";"Proveri upotrebu svetlosnih signala.";"Proveri tacnosti navigacijske opreme i odašiljaca signala položaja u nevolji(ELT).";"";"a";"Vazduhoplovni propisi"
"22";"Šta znaci skracenica „WIP""?";"Radovi u toku.( Work in progress).";"Sa dozvolom.( With permission).";"Pocevši.( With effect from).";"Postupak povecanja težine.( Weight increase procedure).";"a";"Vazduhoplovni propisi"
"23";"Šta najpreciznije opisuje uslove leta u kojima je pilot obavezan da drži sigurnosne pojaseve vezanim?";"Sedišne veze za vreme poletanja i sletanja i na ruti; ramene veze u toku poletanja i sletanja.";"Sedišne veze za vreme poletanja i sletanja; ramene veze u toku poletanja i sletanja.";"Sedišne veze za vreme poletanja i sletanja; ramene veze u toku poletanja i sletanja i na ruti.";"";"a";"Vazduhoplovni propisi"
"24";"Koja osoba je neposredno odgovorna za pripremu putnika za let?";"PIC.";"Domacin vazduhoplova.";"Zemaljski clan posade.";"";"a";"Vazduhoplovni propisi"
"25";"Koju obavezu, u odnosu na putnike, ima PIC vazduhoplova u vezi upotrebe sigurnosnih pojaseva?";"PIC mora da putnicima kratka uputstva o tome gde se nalaze pojasevi i kako se koriste.";"PIC mora da poduci putnike da njihovi sigurnosni pojasevi budu vezani tokom celog leta.";"PIC nema obavezu prema putnicima u pogledu upotrebe sigurnosnih pojaseva.";"";"a";"Vazduhoplovni propisi"
"26";"Ko je odgovoran da osoblje koje održava vazduhoplov na odgovarajuci nacin unosi evidenciju u dokumenta održavanja na osnovu kojih se avionu dopušta dalja upotreba? ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 5 / 9 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 5 / 9 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"Mehanicar koji je vršio radove.";"Vlasnik ili operator.";"Voda vazduhoplova.";"";"a";"Vazduhoplovni propisi"
"27";"Propisana oznaka nacionalne pripadnosti vazduhoplova registrovanog u Republici Srbiji je:";"Pet postavljenih znakova koji se sastoje od odredene kombinacije slova.";"Državna zastava Republike Srbije i oznaka YU.";"Državna zastava Republike Srbije.";"Cetiri nasumice postavljena broja.";"a";"Vazduhoplovni propisi"
"28";"Šta treba da uradi pilot vazduhoplova ukoliko od kontrole letenja dobije odobrenje koje ce prouzrokovati odstupanje od pravila?.";"Odbice navedeno odobrenje i zatražiti objašnjenje.";"Prihvatice odobrenje, jer u ovom slucaju nije odgovoran za odstupanje od pravila.";"Prihvatice odobrenje i posavetovace se sa ATC kada dode do odstupanja.";"Prihvatice odobrenje i obavestice ATC kako smatra da ce doci do odstupanja.";"a";"Vazduhoplovni propisi"
"29";"U slucaju da usled nepredvidenih okolnosti mora da odstupi od odobrenja kontrole letenja, pilot je dužan da:";"Prenese opšti poziv dajuci sve detalje o svojim odstupanjima od odobrenja kontrole letenja.";"Više puta o zbivanjima obavesti sve ATC stanice koje su na prijemu.";"Bez odlaganja obavesti nadležnu ATC i dobije izmenjeno odobrenje.";"Obavesti vazduhoplovnu informativnu službu (AIS).";"a";"Vazduhoplovni propisi"
"30";"Ako „marshaller"" drži desnu ruku na dole a levu uvek iznova pomera gore i unazad, to znaci:.";"Skrenite levo.";"Skrenite desno.";"Nastavite da se krecete napred.";"Pocnite levim motorom.";"a";"Vazduhoplovni propisi"
"31";"Koji bi od navedenih nivoa krstarenja odgovarao VFR letu iznad 3000 fita MSL, ako se održava pravi putni kurs 1700 i ako lokalna deklinacija iznosi 200 W?";"FL 65.";"FL 55.";"FL 40.";"FL 30.";"a";"Vazduhoplovni propisi"
"32";"Vazduhoplov koji je registrovan u jednoj državi a ulazi u vazdušni prostor i vrši prelet druge države mora da se pridržava vazduhoplovnih propisa:.";"One države u čiji vazdušni prostor je ušao i vrši prelet.";"Države iz koje dolazi.";"Dogovorenih izmedu država potpisnica ICAO, a koji se primenjuju za sve države potpisnice.";"Koji su predvideni JAA operativnim procedurama.";"a";"Vazduhoplovni propisi"
"33";"Koju klasu lekarskog uverenja moraju da poseduju imaoci PPL(A),PPL(H),SPL I BPL dozvole?";"Klasu 1 ili 2.";"Klasu A ili B.";"Klasu 2 ili 3.";"Klasu B ili C.";"a";"Vazduhoplovni propisi"
"34";"Koji organ je odgovoran da se obezbedi funkcionisanje vazduhoplova u vazdušnom prostoru suverene države u skladu sa pravilima i propisima koji prevladavaju u tom vazdušnom prostoru?.";"Država u cijem suverenom vazdušnom prostoru vazduhoplov leti.";"Država koja je izdala važece Uverenje o plovidbenosti za vazduhoplov.";"Država u kojoj je vazduhoplov registrovan.";"Država koja je izdala pilotsku dozvolu pilotu vazduhoplova. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 6 / 9 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 6 / 9 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"a";"Vazduhoplovni propisi"
"35";"Pilot koji je u ulozi PIC u letu u toku kojeg vazduhoplov ulazi u suvereni vazdušni prostor strane države sa namerom da sleti:";"Mora da se uveri da se u vazduhoplovu nalazi sva potrebna i relevantna dokumentacija, ukljucujuci Uverenje o plovidbenosti, da je vazduhoplov u plovidbenom stanju i da je registrovan.";"Mora da se pre odlaska uveri da mu je pilotska dozvola prihvacena od strane države.";"Mora da obezbedi da ima važece Uverenje o plovidbenosti vazduhoplova i ovlašcenje za letenje na tom vazduhoplovu.";"Mora da obezbedi da ima Uverenje o plovidbenosti vazduhoplova, ovlašcenje za letenje na tipu i položen ispit iz vazduhoplovnih propisa koji je odredila strana država. 010.03 -";"a";"Vazduhoplovni propisi"
"36";"Koje postupke treba da preduzme pilot ukoliko u toku VFR leta u VMC dode do otkaza radio veze?";"Nastavlja da leti u VMC, slece na najbliži pogodni aerodrom i javlja se aerodromu destinacije.";"Nastavlja prema aerodromu destinacije, naslepo vrši radio predaju nastojeci da izbegne letenje u IMC.";"Leti prema najbližem aerodromu, ulazi u nekorišcenu stranu kruga i ocekuje stalno zeleno svetlo sa kontrolnog tornja.";"Izvršava procedure za slucaj otkaza radio veze iz vojnog prirucnika i ocekuje dolazak vazduhoplova koji ce ga voditi na sletanje.";"a";"Vazduhoplovni propisi"
"37";"Koji se propisi primenjuju na vazduhoplov registrovan u Republici Srbiji kada leti u stranom vazdušnom prostoru?";"Vazduhoplovne propise države iznad koje vrši prelet.";"Vazduhoplovne propise Republike Srbije.";"Vazduhoplovne propise države koja je proizvela vazduhoplov.";"Medunarodne ICAO propise.";"a";"Vazduhoplovni propisi"
"38";"Vi ste u finalnom prilazu i vidite stalno crveno svetlo usmereno sa ATC. To znaci:";"Ne slecite. Nastavite kruženje.";"Nastavite prilaz i ocekujte zeleno svetlo.";"Ne slecite. Aerodrom zatvoren.";"Ne slecite. Preusmerite se na alternativni aerodrome.";"a";"Vazduhoplovni propisi"
"39";"Kojom bojom su oznacene staze za voženje?";"Žutom.";"Crvenom.";"Zelenom.";"Belom.";"a";"Vazduhoplovni propisi"
"40";"Koja rec se koristi za izražavanje vertikalne pozicije nekog vazduhoplova, mereno iznad srednjeg nivoa mora, kada se na skali visinomera postavi QNH pritisak?";"Apsolutna visina.";"Elevacija.";"Relativna visina.";"Nivo leta.";"a";"Vazduhoplovni propisi"
"41";"Pilot u ulozi PIC vazduhoplova koji ulazi u suvereni vazdušni prostor druge države potpisnice u nameri da sleti mora da ima:.";"Letacku dozvolu izdatu od vazduhoplovnih vlasti države u kojoj je vazduhoplov registrovan.";"Letacku dozvolu izdatu od bilo koje države potpisnice ICAO.";"Letacku dozvolu izdatu od bilo koje države clanice JAA.";"Bilo koju važecu pilotsku dozvolu.";"a";"Vazduhoplovni propisi"
"42";"Šta od navedenog, u odnosu na letacka ovlašcenja, spada u klasu vazduhoplova?";"Jednomotorni kopno i more, višemotorni kopno i more.";"Avion, helikopter, jedrilica, vazduhoplov lakši od vazduha. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 7 / 9 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 7 / 9 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"vazduhoplov lakši od vazduha, balon na topli vazduh, balon na gas.";"";"a";"Vazduhoplovni propisi"
"43";"Koji od sledecih nivoa leta bi bio pogodan za letenje nekog vazduhoplova u MK=146 u skladu sa „kvadrantnim pravilom""?";"FL75.";"FL50.";"FL85.";"FL70.";"a";"Vazduhoplovni propisi"
"44";"Koliko je širok pojas unutar državne granice u kojem je dozvoljeno letenje samo uz posebno odobrenje?";"5 km.";"7 km.";"9 km.";"11 km.";"a";"Vazduhoplovni propisi"
"45";"Pilot je obavezan da ima vezane sedišne pojaseve i ramene veze:";"Za vreme poletanja i sletanja.";"U svim uslovima leta.";"U toku leta u turbulentnim uslovima.";"";"a";"Vazduhoplovni propisi"
"46";"Kojom bojom se oznacava poletno – sletna staza?";"Belom.";"Crvenom.";"Zelenom.";"Žutom.";"a";"Vazduhoplovni propisi"
"47";"Koja je medunarodna vazduhoplovna VHF frekvencija u nevolji?";"121.50MHz.";"123.45MHz.";"243.00MHz.";"406.00MHz.";"a";"Vazduhoplovni propisi"
"48";"Pilot imalac PPL dozvole dobivši specijalno VFR odobrenje za ulazak u kontrolnu zonu (CTR), pre ulaska zakljucuje da ne može da šalje niti da prima RT poruke, mora da:";"Ostane izvan CTR.";"Produži u CTR putem dodeljenih referentnih vizuelnih tacaka pridržavajuci se poslednjeg primljenog odobrenja.";"Dostavi u CTR i ceka svetlosni signal za sletanje.";"Da nastavi u CTR, pridržavajuci se poslednjeg primljenog odobrenja i vršeci radio predaju naslepo.";"a";"Vazduhoplovni propisi"
"49";"Koliko cesto se objavljuju vazduhoplovne informacije (AIC)?.";"Mesecno.";"Sedmicno.";"Godišnje.";"Kvartalno. 010.04 -";"a";"Vazduhoplovni propisi"
"50";"Kada imalac pilotske dozvole sazna da mora da se podvrgne operaciji, koje su mu obaveze u pogledu informisanja medicinskih vazduhoplovnih vlasti?";"Trebao bi da bez odlaganja kontaktira medicinske vazduhoplovne vlasti i da od njih traži savet u vezi svoje situacije.";"Ne postoji obaveza da informiše medicinske vazduhoplovne vlasti, pod uslovom da ne leti u ulozi vode dok se operacija ne obavi. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 8 / 9 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 8 / 9 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"Trebao bi da se posavetuje sa medicinskim vazduhoplovnim vlastima o svojoj situaciji samo ako prima opštu anesteziju.";"Nema obavezu da bilo kome šta kaže, jer je to njegova privatna stvar.";"a";"Vazduhoplovni propisi"
"51";"Kada pilot učenik treba da pribavi lekarsko uverenje?";"Pre svog prvog samostalnog leta.";"Pre otpocinjanja teorijske obuke.";"Pre otpocinjanja letacke obuke u vazduhu.";"Prilikom podnošenja prijave za ispit.";"a";"Vazduhoplovni propisi"
"52";"Pilot koji namerava da sleti na civilni aerodrom bi trebao da zapocne spuštanje ispod prelaznog nivoa sa visinomerom podešenim na:";"QNH";"QFE";"QNE.";"";"a";"Vazduhoplovni propisi"
"53";"U toku preleta ustanovljavate da se nalazite u blizini nepoznatog aerodroma. Približava vam se vojni avion, kruži oko vašeg vazduhoplova, maše krilima i na kraju izvlaci stajni trap. Ovo znaci:";"Presretnuti ste, sletite na aerodrom ispod vas!";"Možete da nastavite!";"Odmah napustite zonu aerodroma!";"Napustite zonu aerodroma i sletite na najbliži sportski aerodrom!";"a";"Vazduhoplovni propisi"
"54";"Šta za vazduhoplov u vazduhu znaci stalno zeleno svetlo usmereno sa ATC?";"Odobreno sletanje.";"Vratite se na ovaj aerodrome i ocekujte odobrenje za sletanje.";"Sletite odmah.";"Imate prioritet za sletanje.";"a";"Vazduhoplovni propisi"
"55";"U kojem vremenskom periodu, pre datuma isticanja važenja, može da se sprovede provera strucnosti za produženje važenja ovlašcenja za letenje na jednomotornim avionima?";"90 dana";"15 dana.";"30 dana.";"60 dana.";"a";"Vazduhoplovni propisi"
"56";"Koji SSR squawk bi trebalo postaviti u hitnim slucajevima?";"7700.";"7777.";"7000.";"7600.";"a";"Vazduhoplovni propisi"
"57";"Koja je definicija za „Prelazni nivo""?";"Najniži raspoloživi nivo leta iznad prelazne apsolutne visine.";"Nivo leta ispod kojeg se vertikalna pozicija vazduhoplova izražava kao „relativna visina"".";"Prelazna apsolutna visina izražena kao „nivo leta"".";"Nivo leta na kojem, ili iznad kojeg, se vertikalna pozicija vazduhoplova izražava kao „apsolutna visina"". ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 9 / 9 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 9 / 9 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"a";"Vazduhoplovni propisi"
"1";"Dok avion sa elisom promenljivog koraka i konstantnog broja obrtaja, ubrzava po pisti:";"Korak elise se povecava, održavajuci konstantan napadni ugao i obrtaje.";"Napadni ugao se smanjuje a obrtaji ostaju isti.";"Napadni ugao ostaje konstantan a obrtaji rastu.";"Linearna brzina vrha kraka elise se sa vremenom smanjuje.";"a";"Poznavanje vazduhoplova"
"2";"Kada radi sa magnetnim kompasom pilot moraju imati na umu da.";"Greške u pokazivanju su najvece kada se prolazi pravac severa i juga, a minimalne kada se prolazi pravac istok i zapad.";"Greške u pokazivanju su najvece kada se prolazi pravac istok i zapad , a minimalne kada se prolazi pravac sever i jug.";"Greške u pokazivanju skretanja se povecavaju kada je avion bliži magnetnom ekvatoru, a nestaju kada je avion blizu magnetnih polova.";"Greške ubrzanja se povecavaju kada je avion bliži magnetnom polu , a nestaju kada je avion blizu magnetnog ekvatora.";"a";"Poznavanje vazduhoplova"
"3";"Spregnuti žiro:";"Ima svoje ose u horizontalnoj osi aviona.";"Nije zavistan od greške koja se javlja zbog rotacije zemlje oko svoje ose.";"Ima svoje ose u vertikalnoj osi aviona.";"Ne može se koristiti kao žiro-direkcional zbog greške koja se javlja prilikom rotacije zemlje oko svoje ose.";"a";"Poznavanje vazduhoplova"
"4";"Ako se vatra dogodi u predelu stajnog trapa i tockova, momentalna akcija je potrebna da bi se vatra ugasila, najsigurnije je koristiti:";"Prah za gašenje.";"Karbon-dioksid.";"Bromotrifluorometan (BTF).";"Vodenu kiselinu.";"a";"Poznavanje vazduhoplova"
"5";"Tip gasa koji se nalazi u cilindru za punjenje prsluka za spasavanje je:";"Karbon-dioksid.";"Vrlo otrovan i velika pažnja mora biti posvecena punjenu prsluka kako ne bi došlo do udisanja.";"Nezapaljiv.";"Karbon-monoksid.";"a";"Poznavanje vazduhoplova"
"6";"Pin za zabravljivanje komandi:";"Se koristi da se zabrave komande na zemlji kako bi se sprecilo oštecenje prilikom jakog vetra.";"Ce ograniciti komandu do njene dizajnirane sile izdržljivosti kako se ne bi oštetio trup prilikom normalnih operacija.";"Mora uvek biti korišcen kada se leti u uslovima jakih udara vetra.";"Je samo potreban na kormilu visine.";"a";"Poznavanje vazduhoplova"
"7";"Pokazivac temperature ulja u kabini je povezan sa davacem temperature koji pokazuje temperaturu ulja:";"nakon što ulje prode kroz hladnjak ulja, ali pre nego što dode do vruceg dela motora.";"unutar vruceg dela motora.";"pre nego što ulje prode kroz hladnjak za ulje.";"u karteru motora.";"a";"Poznavanje vazduhoplova"
"8";"U toku penjanja, visina __________ a gustina_______, stoga ce smeša biti _________.";"raste / smanjuje / bogatija.";"raste / opada / siromašnija. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 3 / 19 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 3 / 19 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"smanjuje / raste / siromašnija.";"raste / smanjuje / siromašnija.";"a";"Poznavanje vazduhoplova"
"9";"Pravilan radni ciklus cetvorotaktnog motora je:";"Usisavanje, kompresija, ekspanzija i izduvavanje.";"Izduvavanje, ekspanzija, usisavanje, kompresija.";"Usisavanje, ekspanzija, kompresija, izduvavanje.";"Izduvavanje, usisavanje, ekspanzija, kompresije.";"a";"Poznavanje vazduhoplova"
"10";"Najverovatniji uzrok osciliranja pokazivanja pritiska ulja za vreme horizontalnog leta kada motor radi na obrtajima krstareceg leta je:";"Nizak nivo ulja.";"Prisustvo vazduha u rezervoaru za ulje.";"Gubitak elektricnog spoja.";"Rad motora na malom broju obrtaja.";"a";"Poznavanje vazduhoplova"
"11";"U uslovima zaledivanja, ako otvori statickog pritiska postanu blokirani za vreme horizontalnog leta i avion postepeno penje, pokazivanje visinomera, variometra i brzinomera ce: Visinomer / Variometar / Brzinomer.";"Ostati nepromenjeno / Ostati nepromenjeno / Pokazivati manju brzinu.";"Ostati nepromenjeno / Pokazivati manju brzinu / Pokazivati vecu brzinu.";"Pokazivati manju brzinu / Ostati nepromenjeno / Pokazati manju brzinu.";"Pokazati vecu visinu / Pokazati vecu brzinu / Pokazati manju brzinu.";"a";"Poznavanje vazduhoplova"
"12";"Žiro-direkcional:";"je greška žiroskopa u odnosu na fiksnu poziciju u prostoru na koju je baždaren, uzrokovano zemljinom rotacijom.";"Je veoma ometen ugaonim ubrzanjem u zaokretu.";"Nije ometen greškom koja je prouzrokovana mehanickim trenjem ležajeva u nosacu žiroskopa.";"Daje stabilnu referencu po azimutu i elevaciji da bi se održavao tacan kurs i ugao penjanja.";"a";"Poznavanje vazduhoplova"
"13";"Zakrivljenost lopatice elise__________ od korena ka vrhu, kako bi se održao optimalan _________ od korena ka vrhu.";"Se smanjuje / napadni ugao.";"Se povecava / napadni ugao.";"Se smanjuje / geometrijski korak.";"Se povecava / efektivni korak.";"a";"Poznavanje vazduhoplova"
"14";"Gas karbon-monoksid, koji je vrlo otrovan, može prodreti u kabinu tokom leta ukoliko je izduvni sistem pokvaren. Karbon-monoksid je:";"Bez boje i mirisa.";"Može biti prepoznat po jakom mirisu.";"Može biti prepoznat po sivkastoj boji.";"Ima vrlo upadljiv ukus.";"a";"Poznavanje vazduhoplova"
"15";"Zbog cega avionski sistem za paljenje ima mehanizam za pojacavanje varnice na svecici?";"zbog toga što je brzina rotacije motora za vreme startovanja suviše mala za magnete da bi proizveli dovoljno energije za paljenje smeše vazduh-gorivo.";"jer, na visokim obrtajima motora, obilna varnica je potrebna da bi se dobila maksimalna snaga smeše.";"sa ciljem da se prevazide problem prekida rada svecica za vreme pokretanja motora.";"zbog svega navedenog.";"a";"Poznavanje vazduhoplova"
