"92";"Pozicija na pisti označena slovom C se zove: (Pogledajte sliku PPL Kom-1)";"LINE-UP POSITION.";"START-UP POSITION.";"APRON.";"BASE LEG.";"A";"komunication"
"93";"Pozicija u školskom krugu označena slovom E se zove: (Pogledajte sliku PPL Kom-1)";"DOWNWIND POSITION.";"LINE-UP.";"CROSSWIND LEG.";"BASE LEG.";"A";"komunication"
"94";"Kojim slovom u školskom krugu je označen “base leg“: (Pogledajte sliku PPL Kom-1)";"F.";"G.";"E.";"D";"A";"komunication"
"95";"Kojim slovom u školskom krugu je označen “Final“: (Pogledajte sliku PPL Kom-1)";"G.";"E.";"F.";"C";"A";"komunication"
"96";"Pozicija na aerodromu označena slovom A zove se: (Pogledajte sliku PPL Kom-1)";"APRON.";"RUNWAY.";"TAXIWAY.";"BASE LEG \nPL";"A";"komunication"
"97";"Pozicija na rulnoj stazi označena slovom B zove se: (Pogledajte sliku PPL Kom-1)";"HOLDING POINT.";"APRON.";"LINE-UP POSITION.";"CROSSWIND LEG";"A";"komunication"
"98";"Šta od sledećeg je uslovno odobrenje?";"YU-ABC, AFTER THE JAT 737, TAXY TO HOLDING POINT D RUNWAY 26.";"JAT 345, LINE UP AND HOLD.";"REDWING 42, TAKE OFF AT YOUR DISCRETION.";"Y-CC, REPORT FINAL, TWO AHEAD.";"A";"komunication"
"99";"Taksi instrukcije koje se izdaju od kontrolora a sadrže ograničena odobrenja u pravilu će biti :";"Na tački čekanja za pistu u upotrebi";"Na pragu piste u upotrebi";"Na ulasku u zonu parkiranja";"";"A";"komunication"
"100";"Fraza ""CLEARANCE EXPIRES AT 02 35""znači pilotu da";"Će biti dozvoljeno da poleti do 02 35";"Može poleteti posle 02 35";"Čeka do 02 35 informacije o odlasku";"Startuje motore u 02 35";"A";"komunication"
"101";"Koja fraza se koristi da poništi prethodno poslato odobrenje?";"DISREGARD.";"RECLEARED.";"NEGATIVE.";"CANCEL.";"A";"komunication"
"102";"Odobrenja da taksira do linije poletanja će biti dato frazom:";"LINE UP.";"TAXI TO THE TAKEOFF POSITION.";"CLEARED INTO POSITION AND HOLD.";"CONTINUE TO TAKEOFF POSITION AND HOLD.";"A";"komunication"
"103";"Pilot dobija sledeću poruku od kontrole leta. \n""YU-ABC, After departure cleared to zone boundary via Route Bravo, Climb to Altitude 2 500 feet, \nQNH 1005, Squawk 6521."" Koji je ovo tip odobrenja?";"Odobrenje za rutu";"Odobrenje za poletanje";"Uslovno odobrenje";"Dolazno odobrenje";"A";"komunication"
"104";"U slučaju kada pilot vazduhoplova opremljenog sa transponderom,dobije od kontrole \nletenja poruku ""SQUAWK 1200"", dužan je da na transponderu postavi kod 1200 i :";"Prebaci prekidač na ""ON"", odnosno na ""ALT""";"Pritisne dugme ""INDENT""";"Prebaci prekidač na ""STANDBY""";"Prebaci prekidač na ""STANDBY"" i pritisne dugme ""IDENT"" \n7";"A";"komunication"
"105";"Fraza koja zahteva od pilota da ponovno postavi kod A 6620 je:";"RECYCLE ALPHA 6620";"SQUAWK AGAIN ALPHA 6620";"SWITCH ON ALPHA 6620";"CONFIRM SQUAWKING ALPHA";"A";"komunication"
"106";"U slučaju da transponder ne odgovara u C modu, kontrola letenja saopštava pilotu da \nuključi mod C frazom:";"SQUAWK CHARLIE";"SQUAWK ALTIMETER";"SQUAWK PRESSURE ALTITUDE";"TRANSMIT ON MOD CHARLIE";"A";"komunication"
"107";"Dobili ste poruku ""YU-ABC Squawk Ident"". Vi će te :";"Uključiti specijalno dugme za identifikaciju na SSR transponderu";"Izabrati STANDBY na SSR transponderu";"Izabrati ALT-izveštavanje o visini (Mod C) na SSR transponderu";"odgovoriti svojim pozivnim znakom";"A";"komunication"
"108";"Fraza ""Squawk Charlie"" znači:";"Izaberite ALT na transponderu";"transponder";"Potvrdite da je transponder uključen";"Izaberite 7700 na transponderu";"A";"komunication"
"109";"Kod uključenog SSR transpondera dobijete poruku ""YU-ABC verify your level"" od kontrole \nleta. Šta će te uraditi";"Proverite i potvrdite tačnost nivoa leta u Modu C koji je prikazan kod kontrolora";"Identifikujete poziciju aviona";"Proverite podešavanje visinomera";"Proverite da li je uključen Mod C";"A";"komunication"
"110";"Pri radarskom praćenju informacije o kursu date od strane pilota i kontrolora su u:";"Magnetnim stepenima";"Pravim stepenima";"Celzijusovim stepenima";"Apsolutnim stepenima";"A";"komunication"
"111";"U slučaju otkaza radio veze SSR transponder treba prebaciti na :";"7600";"7700";"7500";"7000";"A";"komunication"
"112";"Skvok A 7700 postavljen od strane pilota pokazuje zemaljskoj stanici da je :";"Njegov avion u opasnoj situaciji";"njegov radio van upotreba";"Da je bolesnik u avionu";"izvršena otmica";"A";"komunication"
"113";"Koji mod transpondera očitava visinu?";"Mod C";"Mod A";"Mod B";"Mod D";"A";"komunication"
"114";"Ako letite avionom koji ne poseduje transponder, šta će te javiti ako Vam budu tražili da \npostavite SQUAWK?";"NEGATIVE TRANSPONDER.";"NEGATIVE SQUAWK.";"Ja nemam transponder.";"NO TRANSPONDER.";"A";"komunication"
"115";"Međunarodni radiotelefonski izraz, kojim pilot vazduhoplova presretača obaveštava pilota \npresretenog vazduhoplova da može nastaviti let je:";"PROCEED";"CALL SIGN";"DESCEND";"FOLLOW \n8";"A";"komunication"
"116";"Izraz ""CALL SIGN"" koji pilot vazduhoplova presretača radio vezom saopštava pilotu \npresretenog vazduhoplova znaci:";"Koji je vaš pozivni znak";"Pozovite kontrolu letenja";"Emitujte znak za poziv u nuždi";"Vratite se vaš aerodrom poletanja";"A";"komunication"
"117";"Šta znaci međunarodni radiotelefonski izraz ""you land"", koji saopštava pilotu presretenog \nvazduhoplova pilot presretača:";"Sletite na ovaj aerodrom";"Javite ime matičnog aerodroma";"Sledite me";"Slobodno nastavite let";"A";"komunication"
