"50";"What should the glider pilot do, if on head-on collision course with the two-engined Cessna?";"He should open the air brakes immediately, because a multi-engine airplane has the right- of-way.";"He should deviate to the left thus giving way to the airplane.";"He should deviate to the right.";"010.09 -";"a";"Air law";""
"51";"How long is the period before the expiry date of a single pilot single engine rating, during which a proficiency check for a revalidation may be done?";"3 months.";"15 days.";"1 month.";"";"a";"Air law";""
"52";"In addition to other preflight actions for a VFR flight away from the vicinity of the departure airport, regulations specifically require the pilot in command to determine";"Runway lengths at airports of intended use and the aircraft's takeoff and landing distance data.";"Review traffic control light signal procedures.";"Check the accuracy of the navigational equipment and the emergency locator transmitter (ELT).";"";"a";"Air law";""
"53";"In which of the following cases should the aviation medical certificate deem to be suspended?";"Any illness involving incapacity to his functions as a member of flight crew throughout a period of 21 days or more, or any significant personal injury involving incapacity to undertake his functions as a member of the flight crew.";"Any surgical operation or invasive procedure and pregnancy.";"Any surgical operation or invasive procedure.";"";"a";"Air law";""
"54";"How long are single pilot single engine class ratings valid?";"2 years.";"6 months.";"1 year.";"";"a";"Air law";""
"55";"The validity of a pilot licence is determined by the validity of";"The ratings contained therein and the Medical Certificate.";"The Medical Certificate only.";"The licence itself, as endorsed in the licence. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 7 / 10 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 7 / 10 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"";"a";"Air law";""
"56";"Which preflight action is specifically required of the pilot prior to each flight?";"Become familiar with all available information concerning the flight.";"Check the aircraft logbooks for appropriate entries.";"Review wake turbulence avoidance procedures.";"";"a";"Air law";""
"57";"Preflight action, as required for all flights away from the vicinity of an airport, shall include";"An alternate course of action if the flight cannot be completed as planned.";"The designation of an alternate airport.";"A study of arrival procedures at airports/heliports of intended use.";"";"a";"Air law";""
"58";"How many hours of total flying hours, required for the practical skill test for an issue of a Private Pilot Licence, may be completed on a Flight & Navigation Procedures Trainer or Simulator?";"5";"7";"10";"";"a";"Air law";""
"59";"At least how long must be the cross-country flight, required for the eligibility for the Private Pilot Licence skill test, and how many full stop landings at different aerodromes shall be made at this flight?";"150 NM; 2 landings.";"100 NM; 2 landings.";"200 NM; landings.";"";"a";"Air law";""
"60";"At least how many hours of flying experience as a pilot of airplanes must have an applicant for a Private Pilot Licence?";"45 hours.";"50 hours.";"40 hours.";"";"a";"Air law";""
"61";"What does the term ""solo flight time"" mean?";"flight time during which a student pilot is the sole occupant of an aircraft.";"Entire flight time when a pilot is alone in the aircraft.";"Entire flight time, when a pilot is alone in the aircraft, and 50% of the co-pilot flight time.";"";"a";"Air law";""
"62";"The pilot or student pilot, when becoming aware of hospital admission of more than 12 hours, surgical operation or invasive procedure, the regular use of medication, the regular use of correcting lenses,";"Must not fly until seeks the advice of the competent aviation doctor.";"Must pass the aviation medical exam again.";"Must inform the CAA within the period of 21 days.";"";"a";"Air law";""
"63";"An ATC clearance provides";"Authorization to proceed under specified traffic conditions in controlled airspace.";"Priority over all other traffic.";"Adequate separation from all traffic.";"";"a";"Air law";""
"64";"What action should be taken if a pilot receives a clearance that will cause a deviation from a rule?";"Refuse the clearance as stated and request that it be amended.";"Accept the clearance, because the pilot is not responsible for the deviation.";"Accept the clearance and advise Air Traffic Control when deviation occurs.";"";"a";"Air law";""
"65";"If a pilot has to deviate from an air traffic control clearance due to unforseen circumstances, he has to";"Transmit a general call giving all details concerning his deviation from the ATC clearance.";"Inform all ATC stations concerned by transmitting a multiple call.";"Notify the competent ATC unit without delay and obtain an amended ATC clearance.";"";"a";"Air law";""
"66";"When intercepted by a military aircraft, the pilot of an VFR aircraft should";"Squawk 7700.";"Attempt to establish communications with the intercepting aircraft over 121.5 MHz and comply with the intercepts signals.";"Acknowledge receipt of intercepting aircraft instructions with the appropriate visual signals.";"";"a";"Air law";""
"67";"As a substitute for the proficiency check with an examiner, what minimum flight time and what number of takeoffs and landing is required for the revalidation of a single pilot single engine airplane class rating? ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 8 / 10 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 8 / 10 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"12 hours of flight time within 12 months preceding the expiry of the rating, including 6 hours of pilot-in-command time, and 12 takeoffs and 12 landings.";"12 hours of flight time within 12 months preceding the expiry of the rating, including 5 hours of pilot-in-command time, and takeoffs and landings.";"10 hours of flight time within 12 months preceding the expiry of the rating, including 6 hours of pilot-in-command time, and 12 takeoffs and 12 landings.";"";"a";"Air law";""
"68";"Flight time during which the flight instructor will only observe the student acting as pilot-in- command and shall not influence or control the flight of the aircraft is";"Flight time as student pilot-in-command (SPIC).";"Solo flight time under supervision.";"Flight time as pilot-in-command.";"";"a";"Air law";""
"69";"The Flight Time is the total time from the moment";"Than an aircraft first moves under its own or external power for the purpose of taking off until the moment it comes to rest at the end of the flight.";"Than an aircraft starts its engine(s) for the purpose of taking off or when a non-powered aircraft first moves, until the moment engine(s) stop(s) operating or when a non-powered";"Aircraft comes to rest at the end of the flight.";"";"a";"Air law";""
"70";"To act as pilot in command of an airplane carrying passengers, the holder of PPL(A) must have made at least three takeoffs and three landings in an airplane of the same class, and if a type rating is required, of the same type, within the preceding";"90 days.";"12 calendar months.";"24 calendar months.";"";"a";"Air law";""
"71";"At least how many hours of dual instructions on aeroplane must have an applicant for a PPL (A)?";"25 hours.";"10 hours.";"15 hours.";"";"a";"Air law";""
"72";"What Medical Certificate is required for a student pilot?";"Class 1 or Class 2 Medical Certificate.";"Class 1 Medical Certificate only.";"Class A or Class B Medical Certificate.";"";"a";"Air law";""
"73";"What Medical Certificate is required for a holder of a PPL(A),PPL(H),BPL and SPL?";"Class 1 or Class 2 Medical Certificate.";"Class 1 Medical Certificate only.";"Class A or Class B Medical Certificate";"";"a";"Air law";""
"74";"An applicant for a Private Pilot Licence must be at least";"17 years old.";"15 years old.";"16 years old.";"";"a";"Air law";""
"75";"How long is an Instrument Rating valid for?";"12 months.";"6 months.";"18 months.";"";"a";"Air law";""
"76";"Who is responsible for ensuring that all relevant aircraft documentation is carried on an international flight?";"The pilot in command.";"The organisation hiring out the aircraft.";"The air traffic organisation to whom the flight plan is submitted.";"";"a";"Air law";""
"77";"During a cross-country flight you find yourself in the vicinity of an unknown airport. A military aircraft approaches, turns around your aircraft, rocks the wings and finally lowers the landing gear. What does this mean?";"You have been intercepted, land at the airport below you!";"You may proceed!";"Leave the airport zone immediately!";"ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 9 / 10 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 9 / 10 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"a";"Air law";""
"78";"During a cross-country flight you notice the military aircraft approaching your left wingtip and flying along; after a short time it makes an abrupt break-away maneuver of a climbing turn to the left. What does this mean?";"You may proceed!";"You have been intercepted. Follow me!";"Land at the aerodrome in the direction of my flight!";"010.24 -";"a";"Air law";""
"79";"Requested national mark of an aircraft registered in the Republic of Serbia is";"A fife-placed mark consisting of a certain combination of letters.";"The country flag of the Republic of Serbia and the mark YU.";"The country flag of the Republic of Serbia.";"ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 10 / 10 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 10 / 10 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"a";"Air law";""
"1";"A 100 Ampere-Hour battery :";"Will, in theory, supply 20 Amps for up to 5 hours.";"Must be used in parallel with another similar battery.";"Supplies the bus-bars through a 45 Ampere circuit breaker.";"Takes 100 hours to charge. 020.06 -";"a";"Aircraft General Knowledge";""
"2";"Some carburettors are fitted with a diffuser which:";"Prevents the mixture becoming too rich as the rpm increases.";"Prevents the mixture becoming too lean as the rpm increases.";"Prevents the mixture becoming too lean as the rpm decreases.";"Prevents the mixture becoming too rich as the rpm decreases.";"a";"Aircraft General Knowledge";""
"3";"The barometric pressure scale on an aircraft altimeter serves for.";"setting of pressure value at the pressure level, from which will the altimeter measure altitudes.";"air pressure reading at flight altitude.";"pressure difference reading between the air pressure at the airport level and the air pressure at the sea level.";"exact setting of the altimeter during the annual inspection in a service facility.";"a";"Aircraft General Knowledge";""
"4";"Instruments normally supplied from the electrical system include the:";"Fuel quantity gauges and the turn co-ordinator.";"Engine rpm indicator and the fuel quantity gauges.";"Turn co-ordinator and oil pressure gauge.";"Engine rpm indicator and the turn co-ordinator.";"a";"Aircraft General Knowledge";""
"5";"The basic purpose of adjusting the fuel/air mixture at altitude is to.";"Decrease the fuel flow in order to compensate for decreased air density.";"Decrease the amount of fuel in the mixture in order to compensate for increased air density.";"Increase the amount of fuel in the mixture to compensate for the decrease in pressure and.";"Density of the air.";"a";"Aircraft General Knowledge";""
"6";"The battery master switch should be turned to OFF after the engine is stopped to avoid the battery discharging through the.";"Ignition switch.";"Magnetos.";"Alternator or generator.";"Electrical services connected to it.";"a";"Aircraft General Knowledge";""
"7";"The component parts of the wing shown in the diagram are: (See Fig.PPL AKG-2) A / B / C.";"Front Spar / Formers / Rear Spar.";"Primary Spar / Formers / Stringer.";"Front Spar / Secondary Spar / Former.";"Stringers / Secondary Spar / Former.";"a";"Aircraft General Knowledge";""
"8";"The compression ratio of a piston engine is the ratio of the:";"Cylinder volume when the piston is at BDC to the cylinder volume when the piston is at TDC.";"Total cylinder volume to the volume when the piston is at bottom dead centre (BDC).";"Total cylinder volume to swept volume.";"Swept volume to clearance volume.";"a";"Aircraft General Knowledge";""
"9";"The crankshaft in a piston engine:";"Converts reciprocating movement into rotary motion.";"Controls the clearance of the valves.";"Converts rotary motion into reciprocating movement.";"Rotates at half the camshaft speed.";"a";"Aircraft General Knowledge";""
"10";"The cylinder head temperature gauge:";"Obtains its temperature information from the hottest engine cylinder, by means of a probe consisting of two dissimilar metals joined together. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 3 / 17 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 3 / 17 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"Is primarily a fuel management instrument.";"Requires alternating current to power the instrument needle.";"Obtains its information from a probe which is installed about four inches from the cylinder head on the exhaust system.";"a";"Aircraft General Knowledge";""
"11";"The diagram shows a light aircraft electrical power system, which employs a centre-zero reading ammeter. (See Fig.PPL AKG-3) In flight with the battery fully charged and the battery switch ON, you would expect the ammeter to be:";"In the centre-zero position.";"To the right showing a large positive reading.";"To the left showing a negative reading.";"Fluctuating, but mainly showing a negative reading.";"a";"Aircraft General Knowledge";""
"12";"The diagram shows a light aircraft electrical power system.(See Fig.PPL AKG-1)¿In flight if the loadmeter reading drops to zero, the most probable cause is that the:";"Alternator has failed.";"Battery has been fully charged.";"Battery is flat.";"Bus-bar is overloaded.";"a";"Aircraft General Knowledge";""
"13";"The distributor arm rotates at:";"A half engine speed.";"One quarter engine speed.";"Engine speed.";"Twice engine speed.";"a";"Aircraft General Knowledge";""
"14";"The exhaust gas temperature gauge:";"Can indicate whether the air-fuel mixture being drawn into the combustion chamber is too lean or too rich.";"Is an engine instrument designed to protect the engine from excessive heat.";"Does the same job as the cylinder head temperature gauge.";"Requires power from the D. C. bus-bar.";"a";"Aircraft General Knowledge";""
"15";"The gyro in an artificial horizon is:";"An earth gyro rotating in a horizontal plane about a vertical axis.";"An earth gyro rotating in a vertical plane about the aircraft's lateral axis.";"An earth gyro rotating in a vertical plane about the aircraft's longitudinal axis.";"A tied gyro rotating in a horizontal plane about the aircraft's longitudinal axis.";"a";"Aircraft General Knowledge";""
"16";"The main advantage of an alternator over a generator is that:";"An alternator will give almost full power at engine idling speed.";"A generator can only produce alternating current.";"The output of a generator fluctuates too much.";"An alternator produces direct current from its armature.";"a";"Aircraft General Knowledge";""
"17";"The maximum speed for flaps extension is.";"equal to the maximum speed for flying with flaps extended.";"lower than the maximum speed for flying with flaps extended.";"equal to the maximum cruising speed.";"equal to the maneuvering speed.";"a";"Aircraft General Knowledge";""
"18";"The Mechanical Tachometer:";"Works on the principle of a magnetic field being induced in a drag cup and creating a torque which rotates a shaft attached to the pointer on the dial of a Tachometer.";"Uses the friction generated in a drag cup to rotate a shaft, which is connected to a pointer, against the pressure of a hairspring.";"Is driven directly from the prop shaft. Gears reduce the speed of rotation so that a generator can be used to produce a voltage proportional to shaft speed which is indicated on a gauge calibrated in RPM.";"Is driven directly from the alternator drive.";"a";"Aircraft General Knowledge";""
"19";"The most probable cause of the needle of the oil pressure gauge fluctuating when the aircraft is in level flight with the engine running at cruise rpm is:";"A low oil supply.";"The presence of air in the oil tank.";"A loose electrical connection.";"The low power setting.";"a";"Aircraft General Knowledge";""
"20";"The normal method for shutting down an aircraft engine is:";"Closing the throttle and moving the mixture to ICO. ДЦВ-PEL-ОБ-1001 издање 01 Датум примене: 25.08.2018. Страна 4 / 17 CAD-PEL-OB-1001 Issue 01 Еffective date: 25.08.2018. Page 4 / 17 Скадарска 23, 11000 Београд, Србија, тел. 011 292 70 60 факс 011 311 75 79 e mail:dgca@cad.gov. rs www.cad.gov.rs Skadarska 23, 11000 Belgrade, Serbia, tel.011 292 70 00 fax. 011 311 75 79 e-mail: dgca@cad.gov.rs, www.cad.gov.rs";"Switching the starter switch to off.";"Moving the mixture to Idle Cut off (ICO).";"Closing the throttle.";"a";"Aircraft General Knowledge";""
"21";"The oil temperature gauge in the cockpit is connected to a temperature probe that senses the temperature of the oil:";"After it passes through the oil cooler but before it reaches the hot sections of the engine.";"Within the hot sections of the engine.";"Before it passes through the oil cooler.";"In the sump of the engine.";"a";"Aircraft General Knowledge";""
"22";"The operating principle of float-type carburettors is based on the.";"Increase in air velocity in the throat of a venturi causing an increase in air pressure.";"Automatic metering of air at the venturi as the aircraft gains altitude.";"Difference in air pressure at the venturi throat and the air inlet.";"";"a";"Aircraft General Knowledge";""
"23";"The piston rod in a reciprocating engine forms a link between.";"The cylinder piston and the crankshaft.";"The cylinder piston and the camshaft.";"The valve rod and the rocker arm.";"The rocker arm and the valve body.";"a";"Aircraft General Knowledge";""
"24";"The power of an aviation engine without a supercharger decreases with altitude because of.";"Lower air density and therefore insufficient cylinder loading.";"Lower outside temperatures it does not operate at optimum temperature.";"Higher air density it receives too poor fuel/air mixture.";"Lower air density it receives too rich fuel/air mixture.";"a";"Aircraft General Knowledge";""
